PL_01x01
i        j       Height(m a.s.l.)
108      2       2.34100E+02
108      3       1.89600E+02
108      4       1.43100E+02
108      5       1.16200E+02
108      6       1.03200E+02
108      7       9.99600E+01
108      8       1.07000E+02
108      9       1.16200E+02
108      10      1.21000E+02
108      11      1.17800E+02
108      12      1.11500E+02
108      13      2.00900E+02
108      14      3.73300E+02
108      15      4.81400E+02
108      16      6.19700E+02
108      17      7.21600E+02
108      18      7.34000E+02
108      19      7.99400E+02
108      20      7.56400E+02
108      21      6.46800E+02
108      22      6.08900E+02
108      23      5.37100E+02
108      24      4.15200E+02
108      25      3.03700E+02
108      26      2.51200E+02
108      27      2.30600E+02
108      28      2.04700E+02
108      29      1.95500E+02
108      30      2.04900E+02
108      31      2.23800E+02
108      32      2.31700E+02
108      33      2.13100E+02
108      34      2.14700E+02
108      35      2.52500E+02
108      36      2.65400E+02
108      37      2.54300E+02
108      38      2.58300E+02
108      39      2.46900E+02
108      40      2.11600E+02
108      41      1.86800E+02
108      42      1.79300E+02
108      43      1.73900E+02
108      44      1.59700E+02
108      45      1.47700E+02
108      46      1.48700E+02
108      47      1.52700E+02
108      48      1.56300E+02
108      49      1.67400E+02
108      50      1.75900E+02
108      51      1.62800E+02
108      52      1.50600E+02
108      53      1.63300E+02
108      54      1.72900E+02
108      55      1.60500E+02
108      56      1.46700E+02
108      57      1.45500E+02
108      58      1.43500E+02
108      59      1.37300E+02
108      60      1.30400E+02
108      61      1.28200E+02
108      62      1.44700E+02
108      63      1.47200E+02
108      64      1.23700E+02
108      65      1.18800E+02
108      66      1.34600E+02
108      67      1.53100E+02
108      68      1.67300E+02
108      69      1.79200E+02
108      70      2.07400E+02
108      71      2.38200E+02
108      72      2.40100E+02
108      73      2.11100E+02
108      74      1.52700E+02
108      75      8.81300E+01
108      76      5.96000E+01
108      77      5.70800E+01
108      78      5.15000E+01
108      79      4.63700E+01
108      80      4.96000E+01
108      81      5.55100E+01
108      82      7.39400E+01
108      83      1.17500E+02
108      84      1.56200E+02
108      85      1.55800E+02
108      86      1.30100E+02
108      87      1.20500E+02
108      88      1.26500E+02
108      89      1.16400E+02
108      90      9.65700E+01
108      91      8.62600E+01
108      92      9.16800E+01
108      93      1.12500E+02
108      94      1.29800E+02
108      95      1.31000E+02
108      96      1.29900E+02
108      97      1.16600E+02
108      98      8.30300E+01
108      99      7.89300E+01
108      100     9.78400E+01
108      101     7.87000E+01
108      102     4.89300E+01
108      103     3.07300E+01
108      104     2.07700E+01
109      1       3.04500E+02
109      2       2.33100E+02
109      3       1.95100E+02
109      4       1.58700E+02
109      5       1.23900E+02
109      6       1.00100E+02
109      7       9.85400E+01
109      8       1.08000E+02
109      9       1.15500E+02
109      10      1.17400E+02
109      11      1.19400E+02
109      12      1.60500E+02
109      13      2.92300E+02
109      14      4.25100E+02
109      15      5.10800E+02
109      16      6.87200E+02
109      17      8.27000E+02
109      18      8.23400E+02
109      19      8.05300E+02
109      20      7.22400E+02
109      21      6.12200E+02
109      22      5.77300E+02
109      23      5.16900E+02
109      24      3.72900E+02
109      25      2.56100E+02
109      26      2.16800E+02
109      27      1.96500E+02
109      28      1.86200E+02
109      29      1.94200E+02
109      30      2.09300E+02
109      31      2.29100E+02
109      32      2.30400E+02
109      33      2.14400E+02
109      34      2.27600E+02
109      35      2.48700E+02
109      36      2.43100E+02
109      37      2.44400E+02
109      38      2.53400E+02
109      39      2.37300E+02
109      40      2.03700E+02
109      41      1.81000E+02
109      42      1.75400E+02
109      43      1.72600E+02
109      44      1.62500E+02
109      45      1.54600E+02
109      46      1.54800E+02
109      47      1.53900E+02
109      48      1.53400E+02
109      49      1.59500E+02
109      50      1.68800E+02
109      51      1.63200E+02
109      52      1.52900E+02
109      53      1.68300E+02
109      54      1.80700E+02
109      55      1.65000E+02
109      56      1.51000E+02
109      57      1.45400E+02
109      58      1.33400E+02
109      59      1.26500E+02
109      60      1.25800E+02
109      61      1.27900E+02
109      62      1.52400E+02
109      63      1.64000E+02
109      64      1.35600E+02
109      65      1.20600E+02
109      66      1.27500E+02
109      67      1.37400E+02
109      68      1.54800E+02
109      69      1.77700E+02
109      70      2.04500E+02
109      71      2.31800E+02
109      72      2.47400E+02
109      73      2.20600E+02
109      74      1.48200E+02
109      75      8.33700E+01
109      76      5.94800E+01
109      77      5.81500E+01
109      78      5.60200E+01
109      79      5.23900E+01
109      80      5.61900E+01
109      81      6.32000E+01
109      82      8.01300E+01
109      83      1.17700E+02
109      84      1.51200E+02
109      85      1.50700E+02
109      86      1.30500E+02
109      87      1.21600E+02
109      88      1.20200E+02
109      89      1.13000E+02
109      90      9.97000E+01
109      91      8.74900E+01
109      92      9.01400E+01
109      93      1.08000E+02
109      94      1.21300E+02
109      95      1.21100E+02
109      96      1.18200E+02
109      97      1.02800E+02
109      98      7.28900E+01
109      99      6.33700E+01
109      100     6.51000E+01
109      101     5.09200E+01
109      102     3.63600E+01
109      103     2.41000E+01
109      104     1.54500E+01
110      1       3.09800E+02
110      2       2.42300E+02
110      3       2.27000E+02
110      4       2.09800E+02
110      5       1.56900E+02
110      6       1.11300E+02
110      7       1.09100E+02
110      8       1.14900E+02
110      9       1.22400E+02
110      10      1.27700E+02
110      11      1.32200E+02
110      12      2.58200E+02
110      13      4.15700E+02
110      14      4.09200E+02
110      15      4.47900E+02
110      16      6.42000E+02
110      17      7.97600E+02
110      18      8.06200E+02
110      19      7.38700E+02
110      20      6.76100E+02
110      21      6.14100E+02
110      22      5.40000E+02
110      23      4.45500E+02
110      24      3.41200E+02
110      25      2.69800E+02
110      26      2.26300E+02
110      27      1.90000E+02
110      28      1.84500E+02
110      29      2.01700E+02
110      30      2.17600E+02
110      31      2.26100E+02
110      32      2.20900E+02
110      33      2.24100E+02
110      34      2.45800E+02
110      35      2.41100E+02
110      36      2.21600E+02
110      37      2.32900E+02
110      38      2.47800E+02
110      39      2.28400E+02
110      40      1.93300E+02
110      41      1.75100E+02
110      42      1.73500E+02
110      43      1.73000E+02
110      44      1.66200E+02
110      45      1.59500E+02
110      46      1.60200E+02
110      47      1.59700E+02
110      48      1.57600E+02
110      49      1.59100E+02
110      50      1.65900E+02
110      51      1.65500E+02
110      52      1.59100E+02
110      53      1.69700E+02
110      54      1.74300E+02
110      55      1.61600E+02
110      56      1.56400E+02
110      57      1.50400E+02
110      58      1.37500E+02
110      59      1.31500E+02
110      60      1.34800E+02
110      61      1.43000E+02
110      62      1.59000E+02
110      63      1.65000E+02
110      64      1.42600E+02
110      65      1.25800E+02
110      66      1.24900E+02
110      67      1.27500E+02
110      68      1.40800E+02
110      69      1.62400E+02
110      70      1.90100E+02
110      71      2.09300E+02
110      72      2.16500E+02
110      73      1.95800E+02
110      74      1.29600E+02
110      75      7.51600E+01
110      76      6.19100E+01
110      77      6.32000E+01
110      78      6.19500E+01
110      79      5.75700E+01
110      80      6.20700E+01
110      81      7.09100E+01
110      82      8.99200E+01
110      83      1.23400E+02
110      84      1.41000E+02
110      85      1.38800E+02
110      86      1.37700E+02
110      87      1.31100E+02
110      88      1.17000E+02
110      89      1.10700E+02
110      90      1.02200E+02
110      91      8.83200E+01
110      92      8.69300E+01
110      93      9.90500E+01
110      94      1.09000E+02
110      95      1.06300E+02
110      96      9.74600E+01
110      97      8.28200E+01
110      98      6.81200E+01
110      99      5.78700E+01
110      100     3.87600E+01
110      101     2.57500E+01
110      102     2.19300E+01
110      103     1.54700E+01
110      104     1.03100E+01
111      1       3.25900E+02
111      2       2.57100E+02
111      3       2.52100E+02
111      4       2.64200E+02
111      5       2.16100E+02
111      6       1.45500E+02
111      7       1.30500E+02
111      8       1.31500E+02
111      9       1.37500E+02
111      10      1.40800E+02
111      11      1.53800E+02
111      12      3.38500E+02
111      13      5.20600E+02
111      14      4.93900E+02
111      15      5.18000E+02
111      16      6.29100E+02
111      17      7.28300E+02
111      18      7.49000E+02
111      19      7.04900E+02
111      20      6.82900E+02
111      21      6.44800E+02
111      22      5.38700E+02
111      23      3.93400E+02
111      24      3.10600E+02
111      25      2.80700E+02
111      26      2.40300E+02
111      27      2.00200E+02
111      28      1.95700E+02
111      29      2.15200E+02
111      30      2.25100E+02
111      31      2.21600E+02
111      32      2.22100E+02
111      33      2.49800E+02
111      34      2.70800E+02
111      35      2.43700E+02
111      36      2.14900E+02
111      37      2.21800E+02
111      38      2.29900E+02
111      39      2.11700E+02
111      40      1.86300E+02
111      41      1.73900E+02
111      42      1.74000E+02
111      43      1.77600E+02
111      44      1.71100E+02
111      45      1.61100E+02
111      46      1.60300E+02
111      47      1.59300E+02
111      48      1.58500E+02
111      49      1.63500E+02
111      50      1.66200E+02
111      51      1.65700E+02
111      52      1.72500E+02
111      53      1.80200E+02
111      54      1.71600E+02
111      55      1.61900E+02
111      56      1.59400E+02
111      57      1.49900E+02
111      58      1.46100E+02
111      59      1.49600E+02
111      60      1.56300E+02
111      61      1.68800E+02
111      62      1.71300E+02
111      63      1.63200E+02
111      64      1.46900E+02
111      65      1.32700E+02
111      66      1.30500E+02
111      67      1.32500E+02
111      68      1.34500E+02
111      69      1.42900E+02
111      70      1.73300E+02
111      71      1.94500E+02
111      72      1.86000E+02
111      73      1.64100E+02
111      74      1.17700E+02
111      75      7.63100E+01
111      76      6.77400E+01
111      77      7.20800E+01
111      78      7.08500E+01
111      79      6.36900E+01
111      80      6.78000E+01
111      81      8.02600E+01
111      82      1.00200E+02
111      83      1.25500E+02
111      84      1.30200E+02
111      85      1.26800E+02
111      86      1.36300E+02
111      87      1.35400E+02
111      88      1.19500E+02
111      89      1.09300E+02
111      90      9.89000E+01
111      91      8.57000E+01
111      92      8.17800E+01
111      93      8.67000E+01
111      94      9.11200E+01
111      95      8.37400E+01
111      96      7.36900E+01
111      97      7.03400E+01
111      98      7.10600E+01
111      99      6.03500E+01
111      100     2.88900E+01
111      101     1.10900E+01
111      102     1.00100E+01
111      103     7.85500E+00
111      104     5.53400E+00
112      1       3.26000E+02
112      2       2.57700E+02
112      3       2.35200E+02
112      4       2.57100E+02
112      5       2.42600E+02
112      6       1.61000E+02
112      7       1.41900E+02
112      8       1.84700E+02
112      9       2.07700E+02
112      10      2.15400E+02
112      11      2.57800E+02
112      12      3.62800E+02
112      13      4.91000E+02
112      14      6.48400E+02
112      15      7.58300E+02
112      16      7.23700E+02
112      17      7.41400E+02
112      18      7.90100E+02
112      19      7.80300E+02
112      20      7.39600E+02
112      21      6.49300E+02
112      22      5.17100E+02
112      23      3.65500E+02
112      24      2.92900E+02
112      25      2.76200E+02
112      26      2.41800E+02
112      27      2.09100E+02
112      28      2.10000E+02
112      29      2.28900E+02
112      30      2.30700E+02
112      31      2.27500E+02
112      32      2.44600E+02
112      33      2.79600E+02
112      34      2.88700E+02
112      35      2.50400E+02
112      36      2.21200E+02
112      37      2.22600E+02
112      38      2.15300E+02
112      39      2.02800E+02
112      40      1.95200E+02
112      41      1.82600E+02
112      42      1.76400E+02
112      43      1.81000E+02
112      44      1.78600E+02
112      45      1.67000E+02
112      46      1.60900E+02
112      47      1.56000E+02
112      48      1.54100E+02
112      49      1.62800E+02
112      50      1.62200E+02
112      51      1.59900E+02
112      52      1.77900E+02
112      53      1.90000E+02
112      54      1.81200E+02
112      55      1.70600E+02
112      56      1.58900E+02
112      57      1.43500E+02
112      58      1.46000E+02
112      59      1.59900E+02
112      60      1.65400E+02
112      61      1.74300E+02
112      62      1.81400E+02
112      63      1.79200E+02
112      64      1.70700E+02
112      65      1.51700E+02
112      66      1.38200E+02
112      67      1.37400E+02
112      68      1.34900E+02
112      69      1.36600E+02
112      70      1.59400E+02
112      71      1.76200E+02
112      72      1.62700E+02
112      73      1.39500E+02
112      74      1.10300E+02
112      75      8.24700E+01
112      76      7.36200E+01
112      77      7.64900E+01
112      78      7.33500E+01
112      79      6.56700E+01
112      80      7.32100E+01
112      81      9.22800E+01
112      82      1.10000E+02
112      83      1.25900E+02
112      84      1.32500E+02
112      85      1.29800E+02
112      86      1.31700E+02
112      87      1.31100E+02
112      88      1.21600E+02
112      89      1.12300E+02
112      90      9.85900E+01
112      91      8.50600E+01
112      92      7.79600E+01
112      93      7.36200E+01
112      94      7.42600E+01
112      95      7.08200E+01
112      96      6.44900E+01
112      97      6.23400E+01
112      98      6.14000E+01
112      99      4.82000E+01
112      100     1.91200E+01
112      101     5.10800E+00
112      102     5.99800E+00
112      103     4.17600E+00
112      104     2.23300E+00
113      1       3.15500E+02
113      2       2.62800E+02
113      3       2.33200E+02
113      4       2.18300E+02
113      5       2.17600E+02
113      6       1.80300E+02
113      7       1.66100E+02
113      8       2.46800E+02
113      9       2.97000E+02
113      10      2.97100E+02
113      11      3.47000E+02
113      12      3.61600E+02
113      13      4.41600E+02
113      14      6.99000E+02
113      15      8.48700E+02
113      16      8.05700E+02
113      17      8.00100E+02
113      18      8.52800E+02
113      19      8.59300E+02
113      20      7.58600E+02
113      21      6.06400E+02
113      22      4.57800E+02
113      23      3.32400E+02
113      24      2.85400E+02
113      25      2.72800E+02
113      26      2.44000E+02
113      27      2.18400E+02
113      28      2.20600E+02
113      29      2.34300E+02
113      30      2.38400E+02
113      31      2.52200E+02
113      32      2.81500E+02
113      33      3.01100E+02
113      34      2.90100E+02
113      35      2.51500E+02
113      36      2.28700E+02
113      37      2.32400E+02
113      38      2.24900E+02
113      39      2.16700E+02
113      40      2.11700E+02
113      41      1.92500E+02
113      42      1.78500E+02
113      43      1.81300E+02
113      44      1.84400E+02
113      45      1.73300E+02
113      46      1.63400E+02
113      47      1.56600E+02
113      48      1.52000E+02
113      49      1.59000E+02
113      50      1.56500E+02
113      51      1.52000E+02
113      52      1.68000E+02
113      53      1.83700E+02
113      54      1.86400E+02
113      55      1.79400E+02
113      56      1.62200E+02
113      57      1.44700E+02
113      58      1.48300E+02
113      59      1.65900E+02
113      60      1.69700E+02
113      61      1.72100E+02
113      62      1.83600E+02
113      63      1.93700E+02
113      64      1.92600E+02
113      65      1.66700E+02
113      66      1.40500E+02
113      67      1.35500E+02
113      68      1.35500E+02
113      69      1.39700E+02
113      70      1.55000E+02
113      71      1.58400E+02
113      72      1.39000E+02
113      73      1.20600E+02
113      74      1.02900E+02
113      75      8.32600E+01
113      76      7.60200E+01
113      77      7.80300E+01
113      78      7.37400E+01
113      79      6.64700E+01
113      80      7.85400E+01
113      81      1.02300E+02
113      82      1.14700E+02
113      83      1.27300E+02
113      84      1.42500E+02
113      85      1.39700E+02
113      86      1.33100E+02
113      87      1.30700E+02
113      88      1.24600E+02
113      89      1.17800E+02
113      90      1.03000E+02
113      91      8.67700E+01
113      92      7.54300E+01
113      93      6.36400E+01
113      94      5.91900E+01
113      95      5.90200E+01
113      96      5.40900E+01
113      97      4.66600E+01
113      98      3.86900E+01
113      99      2.45000E+01
113      100     6.61800E+00
113      101     2.35700E+00
113      102     2.92000E+00
113      103     2.09200E+00
113      104     7.26700E-01
114      1       3.22900E+02
114      2       2.94100E+02
114      3       2.72100E+02
114      4       2.01600E+02
114      5       2.21200E+02
114      6       2.93100E+02
114      7       2.59700E+02
114      8       2.71800E+02
114      9       2.88300E+02
114      10      2.45000E+02
114      11      2.92900E+02
114      12      4.27900E+02
114      13      5.84200E+02
114      14      7.01500E+02
114      15      7.57500E+02
114      16      7.93000E+02
114      17      7.79100E+02
114      18      7.93200E+02
114      19      8.15500E+02
114      20      7.14000E+02
114      21      5.58000E+02
114      22      4.00400E+02
114      23      3.01300E+02
114      24      2.81600E+02
114      25      2.68900E+02
114      26      2.46400E+02
114      27      2.28700E+02
114      28      2.26500E+02
114      29      2.38300E+02
114      30      2.61700E+02
114      31      2.87900E+02
114      32      3.02300E+02
114      33      3.01500E+02
114      34      2.81000E+02
114      35      2.46500E+02
114      36      2.32000E+02
114      37      2.37400E+02
114      38      2.35500E+02
114      39      2.28600E+02
114      40      2.12400E+02
114      41      1.91500E+02
114      42      1.82100E+02
114      43      1.82100E+02
114      44      1.84400E+02
114      45      1.75400E+02
114      46      1.65800E+02
114      47      1.60200E+02
114      48      1.55400E+02
114      49      1.55900E+02
114      50      1.52700E+02
114      51      1.53400E+02
114      52      1.64400E+02
114      53      1.77500E+02
114      54      1.85100E+02
114      55      1.81500E+02
114      56      1.67800E+02
114      57      1.51000E+02
114      58      1.53400E+02
114      59      1.71400E+02
114      60      1.76100E+02
114      61      1.74600E+02
114      62      1.81400E+02
114      63      1.89100E+02
114      64      1.83400E+02
114      65      1.60200E+02
114      66      1.38800E+02
114      67      1.31200E+02
114      68      1.32400E+02
114      69      1.39600E+02
114      70      1.53200E+02
114      71      1.52200E+02
114      72      1.28500E+02
114      73      1.12700E+02
114      74      1.00800E+02
114      75      8.39200E+01
114      76      7.90900E+01
114      77      8.32900E+01
114      78      7.99600E+01
114      79      7.00800E+01
114      80      7.94400E+01
114      81      1.02200E+02
114      82      1.14500E+02
114      83      1.28400E+02
114      84      1.42500E+02
114      85      1.39300E+02
114      86      1.33200E+02
114      87      1.31900E+02
114      88      1.25400E+02
114      89      1.15900E+02
114      90      1.01600E+02
114      91      8.29400E+01
114      92      6.80800E+01
114      93      5.45900E+01
114      94      4.10400E+01
114      95      3.20500E+01
114      96      2.73900E+01
114      97      2.45000E+01
114      98      1.80400E+01
114      99      7.07400E+00
114      100     9.73500E-02
114      101     1.19800E+00
114      102     1.34900E+00
114      103     9.91000E-01
114      104     3.30900E-01
115      1       3.39200E+02
115      2       3.18400E+02
115      3       3.00100E+02
115      4       2.18000E+02
115      5       2.70000E+02
115      6       4.63900E+02
115      7       4.92100E+02
115      8       3.92000E+02
115      9       2.67000E+02
115      10      2.18700E+02
115      11      3.14500E+02
115      12      5.33200E+02
115      13      6.99500E+02
115      14      6.95900E+02
115      15      7.31500E+02
115      16      8.11900E+02
115      17      7.87900E+02
115      18      7.50100E+02
115      19      7.05300E+02
115      20      6.17400E+02
115      21      4.99200E+02
115      22      3.50800E+02
115      23      2.79500E+02
115      24      2.76900E+02
115      25      2.67100E+02
115      26      2.51300E+02
115      27      2.39600E+02
115      28      2.42600E+02
115      29      2.69100E+02
115      30      2.98700E+02
115      31      3.00700E+02
115      32      2.88000E+02
115      33      2.80300E+02
115      34      2.62600E+02
115      35      2.35100E+02
115      36      2.32000E+02
115      37      2.42900E+02
115      38      2.40200E+02
115      39      2.24200E+02
115      40      1.96800E+02
115      41      1.83400E+02
115      42      1.86700E+02
115      43      1.82900E+02
115      44      1.78400E+02
115      45      1.71800E+02
115      46      1.64200E+02
115      47      1.60800E+02
115      48      1.58300E+02
115      49      1.53200E+02
115      50      1.50900E+02
115      51      1.62200E+02
115      52      1.73300E+02
115      53      1.78700E+02
115      54      1.80100E+02
115      55      1.76600E+02
115      56      1.70200E+02
115      57      1.54900E+02
115      58      1.52600E+02
115      59      1.68900E+02
115      60      1.72500E+02
115      61      1.74500E+02
115      62      1.86000E+02
115      63      1.86100E+02
115      64      1.71600E+02
115      65      1.55800E+02
115      66      1.41100E+02
115      67      1.27500E+02
115      68      1.25600E+02
115      69      1.33900E+02
115      70      1.46000E+02
115      71      1.49900E+02
115      72      1.30800E+02
115      73      1.12500E+02
115      74      1.06000E+02
115      75      9.42200E+01
115      76      8.71100E+01
115      77      8.85300E+01
115      78      8.27000E+01
115      79      7.32900E+01
115      80      7.95900E+01
115      81      9.70800E+01
115      82      1.13100E+02
115      83      1.27700E+02
115      84      1.33900E+02
115      85      1.29700E+02
115      86      1.24900E+02
115      87      1.23300E+02
115      88      1.17200E+02
115      89      1.06400E+02
115      90      9.23700E+01
115      91      7.26600E+01
115      92      5.53900E+01
115      93      4.22800E+01
115      94      2.70500E+01
115      95      1.38600E+01
115      96      9.35500E+00
115      97      1.13100E+01
115      98      8.83800E+00
115      99      1.74700E+00
115      100     0.00000E+00
115      101     7.46800E-01
115      102     9.36300E-01
115      103     5.48300E-01
115      104     1.67600E-01
116      1       3.38600E+02
116      2       3.31700E+02
116      3       3.31100E+02
116      4       2.53800E+02
116      5       3.11700E+02
116      6       6.21100E+02
116      7       7.75000E+02
116      8       5.64400E+02
116      9       2.89000E+02
116      10      2.86200E+02
116      11      4.69200E+02
116      12      6.40300E+02
116      13      7.32800E+02
116      14      7.76400E+02
116      15      8.37800E+02
116      16      8.78400E+02
116      17      8.76400E+02
116      18      8.07700E+02
116      19      6.37400E+02
116      20      5.01400E+02
116      21      4.09500E+02
116      22      3.10000E+02
116      23      2.69900E+02
116      24      2.70300E+02
116      25      2.69200E+02
116      26      2.60000E+02
116      27      2.58300E+02
116      28      2.80800E+02
116      29      3.10800E+02
116      30      3.06900E+02
116      31      2.71600E+02
116      32      2.51300E+02
116      33      2.49500E+02
116      34      2.35400E+02
116      35      2.16700E+02
116      36      2.26100E+02
116      37      2.47100E+02
116      38      2.40800E+02
116      39      2.11300E+02
116      40      1.83900E+02
116      41      1.77000E+02
116      42      1.82900E+02
116      43      1.79200E+02
116      44      1.73100E+02
116      45      1.67700E+02
116      46      1.60300E+02
116      47      1.56100E+02
116      48      1.53800E+02
116      49      1.48300E+02
116      50      1.48000E+02
116      51      1.61600E+02
116      52      1.72600E+02
116      53      1.73100E+02
116      54      1.69700E+02
116      55      1.70900E+02
116      56      1.73300E+02
116      57      1.59600E+02
116      58      1.48700E+02
116      59      1.57600E+02
116      60      1.63300E+02
116      61      1.73100E+02
116      62      1.91100E+02
116      63      1.91400E+02
116      64      1.78300E+02
116      65      1.69100E+02
116      66      1.56500E+02
116      67      1.31400E+02
116      68      1.16500E+02
116      69      1.23300E+02
116      70      1.37400E+02
116      71      1.45700E+02
116      72      1.31300E+02
116      73      1.11200E+02
116      74      1.10500E+02
116      75      1.07500E+02
116      76      9.79700E+01
116      77      9.02700E+01
116      78      7.88500E+01
116      79      7.56000E+01
116      80      8.34900E+01
116      81      9.43800E+01
116      82      1.08700E+02
116      83      1.22600E+02
116      84      1.26800E+02
116      85      1.22200E+02
116      86      1.15300E+02
116      87      1.10800E+02
116      88      1.05800E+02
116      89      9.64000E+01
116      90      8.28500E+01
116      91      6.48200E+01
116      92      4.72900E+01
116      93      3.24100E+01
116      94      2.02300E+01
116      95      1.16000E+01
116      96      7.13400E+00
116      97      7.26900E+00
116      98      5.45500E+00
116      99      1.05000E+00
116      100     0.00000E+00
116      101     1.95700E-01
116      102     2.44300E-01
116      103     4.52200E-02
116      104     0.00000E+00
117      1       3.34000E+02
117      2       3.55200E+02
117      3       3.78100E+02
117      4       3.17200E+02
117      5       4.16400E+02
117      6       7.86000E+02
117      7       9.20800E+02
117      8       5.91800E+02
117      9       3.02600E+02
117      10      3.57000E+02
117      11      6.09500E+02
117      12      8.07600E+02
117      13      8.77600E+02
117      14      9.49300E+02
117      15      9.57900E+02
117      16      9.14700E+02
117      17      8.99300E+02
117      18      8.03500E+02
117      19      5.92100E+02
117      20      4.15000E+02
117      21      3.35000E+02
117      22      2.92500E+02
117      23      2.68000E+02
117      24      2.64700E+02
117      25      2.71200E+02
117      26      2.70700E+02
117      27      2.81900E+02
117      28      3.11800E+02
117      29      3.13300E+02
117      30      2.72300E+02
117      31      2.33600E+02
117      32      2.20900E+02
117      33      2.21400E+02
117      34      2.11700E+02
117      35      2.00100E+02
117      36      2.13500E+02
117      37      2.34800E+02
117      38      2.25400E+02
117      39      1.96500E+02
117      40      1.77300E+02
117      41      1.71000E+02
117      42      1.72400E+02
117      43      1.74000E+02
117      44      1.73300E+02
117      45      1.69100E+02
117      46      1.61900E+02
117      47      1.55000E+02
117      48      1.49700E+02
117      49      1.46000E+02
117      50      1.46400E+02
117      51      1.52600E+02
117      52      1.60900E+02
117      53      1.66000E+02
117      54      1.65000E+02
117      55      1.68700E+02
117      56      1.74400E+02
117      57      1.63100E+02
117      58      1.49500E+02
117      59      1.53800E+02
117      60      1.63200E+02
117      61      1.74000E+02
117      62      1.88600E+02
117      63      1.94500E+02
117      64      1.83900E+02
117      65      1.76100E+02
117      66      1.71400E+02
117      67      1.40800E+02
117      68      1.12400E+02
117      69      1.16300E+02
117      70      1.33700E+02
117      71      1.39900E+02
117      72      1.23300E+02
117      73      1.09000E+02
117      74      1.13700E+02
117      75      1.14100E+02
117      76      1.06300E+02
117      77      9.43900E+01
117      78      7.75000E+01
117      79      7.18500E+01
117      80      7.74300E+01
117      81      8.79800E+01
117      82      1.02400E+02
117      83      1.14300E+02
117      84      1.18300E+02
117      85      1.15400E+02
117      86      1.07300E+02
117      87      1.00700E+02
117      88      9.70300E+01
117      89      8.83400E+01
117      90      7.56200E+01
117      91      6.12900E+01
117      92      4.65300E+01
117      93      3.08000E+01
117      94      1.83500E+01
117      95      1.26700E+01
117      96      1.00500E+01
117      97      7.29100E+00
117      98      2.89500E+00
117      99      3.97800E-02
117      100     0.00000E+00
117      101     2.87400E-03
117      102     2.33100E-02
117      103     0.00000E+00
117      104     0.00000E+00
118      1       3.45700E+02
118      2       3.83100E+02
118      3       4.05800E+02
118      4       4.40200E+02
118      5       6.30300E+02
118      6       8.63400E+02
118      7       8.40900E+02
118      8       5.11000E+02
118      9       3.20400E+02
118      10      4.19900E+02
118      11      7.02200E+02
118      12      9.61400E+02
118      13      1.04200E+03
118      14      1.07800E+03
118      15      1.06100E+03
118      16      9.71900E+02
118      17      8.52500E+02
118      18      6.89800E+02
118      19      5.09300E+02
118      20      3.65000E+02
118      21      3.03500E+02
118      22      2.83900E+02
118      23      2.65700E+02
118      24      2.63700E+02
118      25      2.74400E+02
118      26      2.80800E+02
118      27      2.96100E+02
118      28      3.17800E+02
118      29      2.92300E+02
118      30      2.37600E+02
118      31      2.12700E+02
118      32      2.09100E+02
118      33      2.10700E+02
118      34      2.07400E+02
118      35      1.97800E+02
118      36      2.02800E+02
118      37      2.15900E+02
118      38      2.08900E+02
118      39      1.87700E+02
118      40      1.73100E+02
118      41      1.68700E+02
118      42      1.70400E+02
118      43      1.72300E+02
118      44      1.71400E+02
118      45      1.68400E+02
118      46      1.65100E+02
118      47      1.61600E+02
118      48      1.56100E+02
118      49      1.49200E+02
118      50      1.49700E+02
118      51      1.55300E+02
118      52      1.59900E+02
118      53      1.65700E+02
118      54      1.67600E+02
118      55      1.69600E+02
118      56      1.69900E+02
118      57      1.58800E+02
118      58      1.53100E+02
118      59      1.61700E+02
118      60      1.66700E+02
118      61      1.63500E+02
118      62      1.71000E+02
118      63      1.91000E+02
118      64      1.86800E+02
118      65      1.67900E+02
118      66      1.59600E+02
118      67      1.36400E+02
118      68      1.14500E+02
118      69      1.18600E+02
118      70      1.34000E+02
118      71      1.38700E+02
118      72      1.21400E+02
118      73      1.07300E+02
118      74      1.14700E+02
118      75      1.16400E+02
118      76      1.07600E+02
118      77      9.79000E+01
118      78      7.92400E+01
118      79      6.37800E+01
118      80      6.23200E+01
118      81      7.45500E+01
118      82      9.21900E+01
118      83      1.02200E+02
118      84      1.03600E+02
118      85      1.01500E+02
118      86      9.45700E+01
118      87      8.90300E+01
118      88      8.81900E+01
118      89      8.06700E+01
118      90      6.88500E+01
118      91      5.86300E+01
118      92      4.72400E+01
118      93      3.20800E+01
118      94      1.81300E+01
118      95      1.27400E+01
118      96      1.34000E+01
118      97      1.09800E+01
118      98      3.90100E+00
118      99      0.00000E+00
118      100     0.00000E+00
118      101     2.00500E-03
118      102     0.00000E+00
118      103     2.54400E-02
118      104     1.35000E-02
119      1       3.66300E+02
119      2       4.13700E+02
119      3       4.12300E+02
119      4       5.42600E+02
119      5       7.92000E+02
119      6       7.64900E+02
119      7       5.79500E+02
119      8       3.94400E+02
119      9       3.76800E+02
119      10      5.29600E+02
119      11      7.49600E+02
119      12      9.86000E+02
119      13      1.13400E+03
119      14      1.17500E+03
119      15      1.15800E+03
119      16      1.02200E+03
119      17      7.66000E+02
119      18      5.52000E+02
119      19      4.22800E+02
119      20      3.41100E+02
119      21      2.97400E+02
